,,,일반성분 Proximates,,,,,,,,아미노산 Amino acids,,,지방산 Fatty acids,,,,,콜레,식염,폐기율,출처,,,,무기질 Minerals,,,,,,,,,,,,비타민 Vitamins,,,,,,,,,,,,,,출처
색인,식품코드,식품명,에너지,수분,단백질,지질,회분,"탄수
화물",총 당류,"총 
식이섬유",총 ,필수 ,비필수 ,총,총 필수,총 포화 ,"총 단일
불포화","총 다중
불포화",스테롤,상당량,,,색인,식품코드,식품명,칼슘,철,마그네슘,인,칼륨,나트륨,아연,구리,망간,셀레늄,몰리브덴,요오드,레티놀,베타카로틴,비타민 D,비타민 E,비타민 K1,비타민 B1,비타민 B2,니아신,판토텐산,비타민 B6,비오틴,"엽산
(DFE)",비타민 B12,비타민 C,
Index,Food Code,Food and Description,ENERC,WATER,PROCNP,FAT,ASH,CHOTDF,SUGAR,FIBTG,AAT19,AAE10A,AANE,FAFREF,FAESSF,FASATF,FAMSF,FAPUF,CHOLE,NACL,Ref,Source,Index,Food Code,Food and Description,CA,FE,MG,P,K,NA,ZN,CU,MN,SE,MO,ID,RETOL,CARTB,VITD,VITE,VITK1,THIA,RIBF,NIA,PANTAC,PYRXN,BIOT,FOL,VITB12,VITC,Source
,,,kcal,g,g,g,g,g,g,g,mg,mg,mg,g,g,g,g,g,mg,g,%,,,,,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,μg,μg,μg,μg,μg,mg,μg,mg,mg,mg,mg,mg,μg,μg,μg,mg,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,R0490000001a,"코리아타임, 말린것",378 ,5.2 ,1.4 ,6.2 ,8.0 ,79.2 ,-,-,-,-,-,-,-,-,-,-,-,0.2 ,-,농진청('02),2829,R0490000001a,"코리아타임, 말린것",745 ,8.7 ,-,246 ,2391 ,76 ,-,-,-,-,-,-,-,17041 ,-,-,-,0.36 ,2.52 ,8.8,-,-,-,-,-,106 ,농진청('02)
,,"Korea thyme, Dried ",,,,,,,,,,,,,,,,,,,,,,,"Korea thyme, Dried ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,R0600000001a,"타라곤, 말린것",295 ,7.74 ,22.77 ,7.24 ,12.03 ,50.22 ,-,7.4 ,-,-,-,6.053 ,-,1.881 ,0.474 ,3.698 ,0 ,0.2 ,-,USDA('15),2830,R0600000001a,"타라곤, 말린것",1139 ,32.30 ,347 ,313 ,3020 ,62 ,3.90 ,0.677 ,7.967 ,4.4 ,-,-,0 ,-,0 ,-,-,0.251 ,1.339 ,8.950,-,2.410 ,-,274 ,0 ,50.0 ,USDA('15)
,,"Tarragon, Dried",,,,,,,,,,,,,,,,,,,,,,,"Tarragon, Dried",,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,R0360000005a,"타임, 가루 ",352 ,9.8 ,6.5 ,5.2 ,8.7 ,69.8 ,-,-,-,-,-,(3.08),-,(1.92),(0.33),(0.83),(0),0,0 ,JAPAN('15),2831,R0360000005a,"타임, 가루 ",1700 ,110.0,300 ,85 ,980 ,13 ,2.0,0.57 ,6.67 ,-,-,-,(0),980 ,(0),-,-,0.09 ,0.69 ,3.4,-,-,-,0,0,0,JAPAN('15)
,,"Thyme, Powder ",,,,,,,,,,,,,,,,,,,,,,,"Thyme, Powder ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,R0370000009a,템페,192 ,59.65 ,20.29 ,10.80 ,1.62 ,7.64 ,-,-,17821 ,-,-,10.044 ,-,2.539 ,3.205 ,4.300 ,0 ,0 ,-,USDA('15),2832,R0370000009a,템페,111 ,2.70 ,81 ,266 ,412 ,9 ,1.14 ,0.560 ,1.300 ,0 ,-,-,0 ,-,0 ,-,-,0.078 ,0.358 ,2.640,0.278 ,0.215 ,-,24 ,0.08 ,0 ,USDA('15)
,,"Tempeh, Molded soybean products ",,,,,,,,,,,,,,,,,,,,,,,"Tempeh, Molded soybean products ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,R0380000009a,토마토 소스,44 ,87.1 ,2.0,0.2 ,2.2 ,8.5 ,5.3 ,1.1 ,2190 ,-,-,(0.11),-,(0.03),(0.02),(0.06),(0),1 ,0 ,JAPAN('15),2833,R0380000009a,토마토 소스,18 ,0.9 ,20 ,42 ,340 ,240 ,0.2 ,0.16 ,-,-,-,-,(0),480 ,(0),3.5 ,8 ,0.09 ,0.08 ,1.3,0.24 ,0.12 ,-,3 ,Tr,(Tr),JAPAN('15)
,,Tomato sauce ,,,,,,,,,,,,,,,,,,,,,,,Tomato sauce ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,R0380010009a,"토마토 소스, 케첩",135 ,62.6 ,1.78 ,0.08 ,3.81 ,31.73 ,13.47 ,4.0 ,1173 ,238 ,935 ,0.08 ,0.05 ,0.03 ,0 ,0.05 ,0 ,2.7 ,0 ,농진청('15),2834,R0380010009a,"토마토 소스, 케첩",20 ,0.13 ,20 ,36 ,477 ,1063 ,0.18 ,0.080 ,0.142 ,5.29 ,6.22 ,0 ,0 ,460 ,0 ,0.79 ,0 ,0.026 ,0.136 ,0.340,0.374 ,0.019 ,4.98 ,19 ,0 ,9.08 ,농진청('15)
,,Tomato ketchup ,,,,,,,,,,,,,,,,,,,,,,,Tomato ketchup ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,R0570000001a,"파슬리, 말린것",292 ,5.89 ,26.63 ,5.48 ,11.36 ,50.64 ,7.27 ,26.7 ,29926 ,-,-,5.263 ,-,1.378 ,0.761 ,3.124 ,0 ,1.1 ,0 ,USDA('15),2835,R0570000001a,"파슬리, 말린것",1140 ,22.04 ,400 ,436 ,2683 ,452 ,5.44 ,0.780 ,9.810 ,14.1 ,-,-,0 ,1152 ,0 ,10.51 ,1359.5 ,0.196 ,2.383 ,9.943,1.062 ,0.900 ,-,180 ,0 ,125.0 ,USDA('15)
,,"Parsley(Petroselinum crispum (Mill.) Nyman), Dried ",,,,,,,,,,,,,,,,,,,,,,,"Parsley(Petroselinum crispum (Mill.) Nyman), Dried ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,R0390000005a,"파프리카, 가루 ",389 ,10.0,15.5 ,11.6 ,7.3 ,55.6 ,-,-,16957 ,-,-,(10.44),-,(1.92),(1.53),(6.99),(0),0 ,0 ,JAPAN('15),2836,R0390000005a,"파프리카, 가루 ",170 ,21.1 ,220 ,320 ,2700 ,60 ,10.3 ,1.08 ,1.00,10 ,13 ,17 ,(0),5000 ,(0),-,(0),0.52 ,1.78 ,12.5,-,-,38.7 ,(0),(0),(0),JAPAN('15)
,,"Paprika(Capsicum annuum L), Sweet pepper, Powder",,,,,,,,,,,,,,,,,,,,,,,"Paprika(Capsicum annuum L), Sweet pepper, Powder",,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,R0590000000a,"페퍼민트, 생것",70 ,78.65 ,3.75 ,0.94 ,1.76 ,14.89 ,-,8.0 ,3168 ,-,-,0.787 ,-,0.246 ,0.033 ,0.508 ,0 ,0.1 ,39 ,USDA('15),2837,R0590000000a,"페퍼민트, 생것",243 ,5.08 ,80 ,73 ,569 ,31 ,1.11 ,0.329 ,1.176 ,-,-,-,0 ,-,0 ,-,-,0.082 ,0.266 ,1.706,0.338 ,0.129 ,-,114 ,0 ,31.8 ,USDA('15)
,,"Peppermint, Raw",,,,,,,,,,,,,,,,,,,,,,,"Peppermint, Raw",,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,R0400000009a,핫 소스,55 ,84.1 ,0.7 ,0.5 ,1.9 ,5.2 ,-,-,571 ,-,-,(0.37),-,(0.07),(0.04),(0.26),-,2 ,0 ,JAPAN('15),2838,R0400000009a,핫 소스,15 ,1.5 ,13 ,24 ,130 ,630 ,0.1 ,0.08 ,0.10,-,-,-,(0),1400 ,(0),-,-,0.03 ,0.08 ,0.3,-,-,-,-,-,0,JAPAN('15)
,,Hot sauce,,,,,,,,,,,,,,,,,,,,,,,Hot sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,R0410010005a,"후추, 검은후추, 가루 ",347 ,15.1 ,11.3 ,4.1 ,3.8 ,66.3 ,-,-,-,-,-,-,-,-,-,-,-,0.1 ,0 ,식약('96),2839,R0410010005a,"후추, 검은후추, 가루 ",281 ,19.5 ,-,167 ,1103 ,46 ,-,-,-,-,-,-,0 ,132 ,-,-,-,0.11 ,0.22 ,1.1,-,-,-,-,-,0 ,식약('96)
,,"Pepper(Piper nigrum L.), Black, Powder",,,,,,,,,,,,,,,,,,,,,,,"Pepper(Piper nigrum L.), Black, Powder",,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,R0410020005a,"후추, 흰색후추, 가루 ",378 ,12.3 ,10.1 ,6.4 ,1.1 ,70.1 ,0.6 ,-,8221 ,-,-,(5.64),-,(2.22),(1.45),(1.96),(0),0,0 ,JAPAN('15),2840,R0410020005a,"후추, 흰색후추, 가루 ",240 ,7.3 ,80 ,140 ,60 ,4 ,0.9 ,1.00,4.45 ,2 ,24 ,2 ,(0),-,(0),-,-,0.02 ,0.12 ,0.2,-,-,4.7 ,(0),(0),(0),JAPAN('15)
,,"Pepper(Piper nigrum L.), White, Powder",,,,,,,,,,,,,,,,,,,,,,,"Pepper(Piper nigrum L.), White, Powder",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,S0810000009a,간짜장,127 ,71.3 ,3.4 ,3.4 ,1.3 ,20.6 ,-,4.4 ,-,-,-,-,-,-,-,-,-,1.1 ,-,식약('11),2841,S0810000009a,간짜장,18 ,5.3 ,-,36 ,112 ,418 ,-,-,-,-,-,-,0 ,21 ,-,-,-,0.04 ,0.08 ,0.8,-,-,-,-,-,0 ,식약('11)
,,"Ganjjajang, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Ganjjajang, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,S0010000009a,갈비탕,40 ,91.5 ,4.6 ,1.8 ,0.9 ,1.3 ,-,0.4 ,-,-,-,-,-,-,-,-,-,0.7 ,-,식약('11),2842,S0010000009a,갈비탕,14 ,4.4 ,-,25 ,42 ,286 ,-,-,-,-,-,-,0 ,14 ,-,-,-,0.01 ,0.14 ,0.3,-,-,-,-,-,0 ,식약('11)
,,"Galbitang(Short rib soup), Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Galbitang(Short rib soup), Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,S0020000009d,"게살죽, 끓인것",71 ,82.8 ,2.2 ,0.9 ,0.6 ,13.4 ,-,0.7 ,-,-,-,-,-,-,-,-,-,0.5 ,-,식약('11),2843,S0020000009d,"게살죽, 끓인것",13 ,1.0 ,-,24 ,43 ,182 ,-,-,-,-,-,-,0 ,70 ,-,-,-,0.05 ,0.05 ,0.2,-,-,-,-,-,0 ,식약('11)
,,"Rice gruel, Crab meat, Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Rice gruel, Crab meat, Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,S0040000009a,고추잡채,128 ,74.1 ,5.5 ,6.0 ,1.3 ,13.1 ,-,2.3 ,-,-,-,-,-,-,-,-,-,1.1 ,-,식약('11),2844,S0040000009a,고추잡채,16 ,12.3 ,-,54 ,135 ,414 ,-,-,-,-,-,-,0 ,163 ,-,-,-,0.08 ,0.10 ,1.0,-,-,-,-,-,4 ,식약('11)
,,"Gochujapchae(Stir-fried Korean chili peppers and pork), Cooked",,,,,,,,,,,,,,,,,,,,,,,"Gochujapchae(Stir-fried Korean chili peppers and pork), Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,S0050000009a,곰탕,83 ,85.9 ,10.0 ,4.3 ,0.4 ,1.0 ,-,0.2 ,-,-,-,-,-,-,-,-,-,0.3 ,-,식약('11),2845,S0050000009a,곰탕,7 ,6.8 ,-,33 ,41 ,118 ,-,-,-,-,-,-,0 ,18 ,-,-,-,0 ,0.21 ,1.0,-,-,-,-,-,0 ,식약('11)
,,"Gomtang(beef-bone soup), Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Gomtang(beef-bone soup), Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,S0060000009a,김밥,158 ,63.0 ,3.6 ,3.2 ,1.4 ,28.8 ,-,3.2 ,-,-,-,-,-,-,-,-,-,1.1 ,-,식약('11),2846,S0060000009a,김밥,30 ,5.1 ,-,60 ,95 ,417 ,-,-,-,-,-,-,3 ,368 ,-,-,-,0.08 ,0.12 ,0.7,-,-,-,-,-,0 ,식약('11)
,,"Gimbap, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Gimbap, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,S0060010009a,"김밥, 김치 김밥",138 ,67.2 ,4.4 ,2.6 ,1.5 ,24.3 ,-,1.9 ,-,-,-,-,-,-,-,-,-,1.2 ,-,식약('11),2847,S0060010009a,"김밥, 김치 김밥",31 ,6.8 ,-,58 ,125 ,458 ,-,-,-,-,-,-,10 ,541 ,-,-,-,0.05 ,0.57 ,1.7,-,-,-,-,-,0 ,식약('11)
,,"Gimbap, Kimchi Gimbap, Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Gimbap, Kimchi Gimbap, Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,S0060020009a,"김밥, 샐러드 김밥",162 ,64.9 ,3.8 ,5.4 ,1.2 ,24.6 ,-,1.3 ,-,-,-,-,-,-,-,-,-,0.9 ,-,식약('11),2848,S0060020009a,"김밥, 샐러드 김밥",26 ,4.9 ,-,56 ,102 ,364 ,-,-,-,-,-,-,2 ,524 ,-,-,-,0.03 ,0.17 ,1.1,-,-,-,-,-,0 ,식약('11)
,,"Gimbap, Salad Gimbap, Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Gimbap, Salad Gimbap, Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,S0060030009a,"김밥, 소고기 김밥",161 ,63.3 ,6.4 ,3.9 ,1.4 ,25.0 ,-,1.8 ,-,-,-,-,-,-,-,-,-,1.1 ,-,식약('11),2849,S0060030009a,"김밥, 소고기 김밥",28 ,6.8 ,-,76 ,122 ,424 ,-,-,-,-,-,-,1 ,480 ,-,-,-,0.02 ,0.21 ,1.4,-,-,-,-,-,0 ,식약('11)
,,"Gimbap, Bulgogi Gimbap, Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Gimbap, Bulgogi Gimbap, Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,S0060040009a,"김밥, 참치 김밥",167 ,63.3 ,5.8 ,5.1 ,1.3 ,24.5 ,-,2.7 ,-,-,-,-,-,-,-,-,-,0.9 ,-,식약('11),2850,S0060040009a,"김밥, 참치 김밥",25 ,5.0 ,-,64 ,108 ,346 ,-,-,-,-,-,-,7 ,424 ,-,-,-,0.19 ,0.21 ,1.2,-,-,-,-,-,0 ,식약('11)
,,"Gimbap, Tuna Gimbap, Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Gimbap, Tuna Gimbap, Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,S0070000009a,김치찌개,61 ,87.9 ,3.8 ,3.8 ,1.6 ,3.0 ,-,2.1 ,-,-,-,-,-,-,-,-,-,1.2 ,-,식약('11),2851,S0070000009a,김치찌개,38 ,3.8 ,-,53 ,160 ,491 ,-,-,-,-,-,-,2 ,269 ,-,-,-,0.27 ,0.20 ,1.6,-,-,-,-,-,0 ,식약('11)
,,"Gimchijjigae(kimchi stew), Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Gimchijjigae(kimchi stew), Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,S0080000009a,깐풍기,295 ,48.2 ,13.1 ,18.5 ,1.4 ,18.9 ,-,1.5 ,-,-,-,-,-,-,-,-,-,0.8 ,-,식약('11),2852,S0080000009a,깐풍기,29 ,18.5 ,-,135 ,214 ,329 ,-,-,-,-,-,-,4 ,233 ,-,-,-,0.03 ,0.18 ,3.6,-,-,-,-,-,0 ,식약('11)
,,"Kkanpunggi(Deep-fried chicken in hot pepper sauce), Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Kkanpunggi(Deep-fried chicken in hot pepper sauce), Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,S0090000009d,"깨죽, 끓인것",64 ,85.8 ,1.7 ,2.0 ,0.6 ,9.9 ,-,1.2 ,-,-,-,-,-,-,-,-,-,0.4 ,-,식약('11),2853,S0090000009d,"깨죽, 끓인것",50 ,2.0 ,-,33 ,28 ,145 ,-,-,-,-,-,-,0 ,0 ,-,-,-,0.09 ,0.06 ,0.3,-,-,-,-,-,0 ,식약('11)
,,"Gruel, Prepared rice and seamae seeds, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Gruel, Prepared rice and seamae seeds, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,S0100000009a,꼬리곰탕,110 ,79.0 ,14.6 ,5.4 ,0.4 ,0.7 ,-,0.4 ,-,-,-,-,-,-,-,-,-,0.3 ,-,식약('11),2854,S0100000009a,꼬리곰탕,18 ,7.1 ,-,37 ,37 ,109 ,-,-,-,-,-,-,1 ,13 ,-,-,-,0.01 ,0.25 ,0.7,-,-,-,-,-,0 ,식약('11)
,,"Kkorigomtang(Oxtail Soup), Cooked",,,,,,,,,,,,,,,,,,,,,,,"Kkorigomtang(Oxtail Soup), Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,S0110000009a,난자완스,173 ,67.5 ,10.8 ,10.2 ,1.2 ,9.6 ,-,1.7 ,-,-,-,-,-,-,-,-,-,0.9 ,-,식약('11),2855,S0110000009a,난자완스,17 ,11.4 ,-,94 ,158 ,352 ,-,-,-,-,-,-,3 ,146 ,-,-,-,0.10 ,0.23 ,2.0,-,-,-,-,-,0 ,식약('11)
,,"Nanjawanseu, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Nanjawanseu, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,S0120000009a,내장탕,78 ,84.9 ,7.8 ,4.3 ,1.0 ,1.9 ,-,1.5 ,-,-,-,-,-,-,-,-,-,0.8 ,-,식약('11),2856,S0120000009a,내장탕,26 ,11.0 ,-,46 ,72 ,334 ,-,-,-,-,-,-,0 ,195 ,-,-,-,0.04 ,0.30 ,1.7,-,-,-,-,-,0 ,식약('11)
,,"Naejangtang, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Naejangtang, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,S0140010009a,"냉면, 물냉면",69 ,82.4 ,2.0 ,0.5 ,1.0 ,14.1 ,-,4.1 ,-,-,-,-,-,-,-,-,-,0.8 ,-,식약('11),2857,S0140010009a,"냉면, 물냉면",12 ,2.1 ,-,22 ,42 ,327 ,-,-,-,-,-,-,1 ,17 ,-,-,-,0.11 ,0.09 ,0.3,-,-,-,-,-,0 ,식약('11)
,,"Mulnaengmyeon, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Mulnaengmyeon, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,S0140020009a,"냉면, 비빔냉면",114 ,72.1 ,3.6 ,1.1 ,1.0 ,22.3 ,-,5.1 ,-,-,-,-,-,-,-,-,-,0.8 ,-,식약('11),2858,S0140020009a,"냉면, 비빔냉면",19 ,6.2 ,-,40 ,97 ,303 ,-,-,-,-,-,-,6 ,286 ,-,-,-,0.10 ,0.12 ,0.4,-,-,-,-,-,0 ,식약('11)
,,"Bibim naengmyeon, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Bibim naengmyeon, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,S0140030009a,"냉면, 열무냉면",66 ,83.2 ,2.6 ,0.7 ,1.3 ,12.2 ,-,5.1 ,-,-,-,-,-,-,-,-,-,1.0 ,-,식약('11),2859,S0140030009a,"냉면, 열무냉면",22 ,4.7 ,-,28 ,79 ,394 ,-,-,-,-,-,-,5 ,159 ,-,-,-,0.17 ,0.09 ,0.4,-,-,-,-,-,0 ,식약('11)
,,"Yeolmunaengmyeon, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Yeolmunaengmyeon, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,S0140040009a,"냉면, 회냉면",114 ,72.1 ,3.2 ,1.4 ,1.1 ,22.2 ,-,4.8 ,-,-,-,-,-,-,-,-,-,0.7 ,-,식약('11),2860,S0140040009a,"냉면, 회냉면",47 ,7.0 ,-,48 ,115 ,276 ,-,-,-,-,-,-,13 ,282 ,-,-,-,0.13 ,0.17 ,0.6,-,-,-,-,-,0 ,식약('11)
,,"Hoenaengmyeon, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Hoenaengmyeon, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,S0150010009a,"덮밥, 불고기 덮밥",134 ,69.5 ,5.7 ,3.2 ,1.1 ,20.5 ,-,1.2 ,-,-,-,-,-,-,-,-,-,0.8 ,-,식약('11),2861,S0150010009a,"덮밥, 불고기 덮밥",13 ,9.2 ,-,51 ,104 ,300 ,-,-,-,-,-,-,0 ,109 ,-,-,-,0.07 ,0.42 ,1.0,-,-,-,-,-,0 ,식약('11)
,,"Deopbap(Bowl of rice served with toppings), Bulgogi, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Deopbap(Bowl of rice served with toppings), Bulgogi, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,S0150020009a,"덮밥, 오징어 덮밥",136 ,68.2 ,6.3 ,2.8 ,1.2 ,21.5 ,-,1.5 ,-,-,-,-,-,-,-,-,-,0.8 ,-,식약('11),2862,S0150020009a,"덮밥, 오징어 덮밥",19 ,4.8 ,-,77 ,135 ,325 ,-,-,-,-,-,-,0 ,394 ,-,-,-,0.05 ,0.31 ,1.1,-,-,-,-,-,0 ,식약('11)
,,"Deopbap(Bowl of rice served with toppings), Squid, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Deopbap(Bowl of rice served with toppings), Squid, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,S0150030009a,"덮밥, 제육 덮밥",156 ,65.3 ,6.0 ,4.4 ,1.2 ,23.1 ,-,1.5 ,-,-,-,-,-,-,-,-,-,0.8 ,-,식약('11),2863,S0150030009a,"덮밥, 제육 덮밥",15 ,6.6 ,-,66 ,153 ,308 ,-,-,-,-,-,-,0 ,397 ,-,-,-,0.15 ,0.46 ,1.1,-,-,-,-,-,0 ,식약('11)
,,"Deopbap(Bowl of rice served with toppings), Jeyuk, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Deopbap(Bowl of rice served with toppings), Jeyuk, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,S0150040009a,"덮밥, 참치 덮밥",135 ,69.1 ,5.8 ,3.3 ,1.2 ,20.6 ,-,1.6 ,-,-,-,-,-,-,-,-,-,0.8 ,-,식약('11),2864,S0150040009a,"덮밥, 참치 덮밥",20 ,6.6 ,-,62 ,125 ,324 ,-,-,-,-,-,-,2 ,281 ,-,-,-,0.07 ,0.44 ,1.7,-,-,-,-,-,0 ,식약('11)
,,"Deopbap(Bowl of rice served with toppings), Tuna, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Deopbap(Bowl of rice served with toppings), Tuna, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,S0150050009a,"덮밥, 회 덮밥",137 ,69.2 ,6.0 ,3.3 ,0.8 ,20.7 ,-,1.6 ,-,-,-,-,-,-,-,-,-,0.4 ,-,식약('11),2865,S0150050009a,"덮밥, 회 덮밥",24 ,3.5 ,-,79 ,163 ,149 ,-,-,-,-,-,-,1 ,340 ,-,-,-,0.02 ,0.57 ,1.2,-,-,-,-,-,0 ,식약('11)
,,"Deopbap(Bowl of rice served with toppings), Sashimi, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Deopbap(Bowl of rice served with toppings), Sashimi, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,S0160000009a,도가니탕,72 ,84.5 ,12.6 ,2.1 ,0.3 ,0.6 ,-,0.3 ,-,-,-,-,-,-,-,-,-,0.2 ,-,식약('11),2866,S0160000009a,도가니탕,9 ,1.3 ,-,14 ,23 ,75 ,-,-,-,-,-,-,0 ,2 ,-,-,-,0.02 ,0.23 ,0.6,-,-,-,-,-,0 ,식약('11)
,,"Doganitang(Ox Knee Soup), Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Doganitang(Ox Knee Soup), Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,S0170000007a,"돈저냐(동그랑땡), 냉동",225 ,60.2 ,9.4 ,14.5 ,1.8 ,14.1 ,-,-,-,-,-,-,-,-,-,-,-,0.4 ,0 ,농진청('11),2867,S0170000007a,"돈저냐(동그랑땡), 냉동",73 ,2.3 ,-,148 ,301 ,168 ,-,-,-,-,-,-,12 ,-,-,-,-,0.37 ,0.10 ,0.9,-,-,-,-,-,-,농진청('11)
,,"Donjeonya(Korean style meatball), Frozen ",,,,,,,,,,,,,,,,,,,,,,,"Donjeonya(Korean style meatball), Frozen ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,S0180000009a,동태찌개,46 ,89.6 ,5.8 ,2.0 ,1.3 ,1.3 ,-,1.2 ,-,-,-,-,-,-,-,-,-,0.8 ,-,식약('11),2868,S0180000009a,동태찌개,42 ,4.3 ,-,83 ,146 ,322 ,-,-,-,-,-,-,103 ,173 ,-,-,-,0.35 ,0.18 ,0.7,-,-,-,-,-,0 ,식약('11)
,,"Dongtaejjigae, Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Dongtaejjigae, Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,S0190000009a,돼지고기 볶음,175 ,67.1 ,11.5 ,10.3 ,2.0 ,9.1 ,-,1.5 ,-,-,-,-,-,-,-,-,-,1.3 ,-,식약('11),2869,S0190000009a,돼지고기 볶음,22 ,8.0 ,-,103 ,284 ,526 ,-,-,-,-,-,-,0 ,652 ,-,-,-,0.24 ,0.26 ,2.4,-,-,-,-,-,0 ,식약('11)
,,"Pork meat, Stir-fried",,,,,,,,,,,,,,,,,,,,,,,"Pork meat, Stir-fried",,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,S0200000009a,된장찌개,37 ,90.8 ,2.9 ,1.3 ,1.7 ,3.4 ,-,1.4 ,-,-,-,-,-,-,-,-,-,1.3 ,-,식약('11),2870,S0200000009a,된장찌개,38 ,4.9 ,-,49 ,125 ,505 ,-,-,-,-,-,-,2 ,88 ,-,-,-,0.07 ,0.13 ,0.6,-,-,-,-,-,0 ,식약('11)
,,"Doenjangjjigae(Soybean paste stew), Cooked ",,,,,,,,,,,,,,,,,,,,,,,"Doenjangjjigae(Soybean paste stew), Cooked ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,S0210000009a,떡만둣국,89 ,78.8 ,2.9 ,1.6 ,0.9 ,15.8 ,-,1.2 ,-,-,-,-,-,-,-,-,-,0.7 ,-,식약('11),2871,S0210000009a,떡만둣국,14 ,3.0 ,-,36 ,53 ,283 ,-,-,-,-,-,-,0 ,65 ,-,-,-,0.09 ,0.15 ,0.7,-,-,-,-,-,0 ,식약('11)
,,"Dumpling soup with rice cake, Cooked",,,,,,,,,,,,,,,,,,,,,,,"Dumpling soup with rice cake, Cooked",,,,,,,,,,,,,,,,,,,,,,,,,,,
